𦑊	047121	610
䎚	047175	619
䎎	04725	620
翴	047744	670
翀	04802	670
翨	048176	669
翼	048314	670
䎈	048353	620
翵	0496	670
毣	0497	670
巜	05	670
巛	05	669
煭	051329	670
𩠐	051382	610
邋	052534	670
巤	052535	670
𡿺	053251	610
巡	05454	670
廵	0554	670
㜽	0558	620
災	0569	670
雝	058051	670
邕	058055	670
鄛	058112	670
巢	058112	669
剿	058112	668
勦	058113	670
甾	0583	670
疀	058314	670
㓯	058322	620
䣎	058352	620
鶅	058396	670
母	06	670
毋	06	669
毌	06	668
贯	0628	670
貫	0628	669
遦	062844	670
袰	064134	670
毑	06525	670
㝀	0658	620
𡥘	0658	610
䳇	0696	620
尸	07	670
辟	07	669
叚	07	668
屈	0702	670
屫	070290	670
鶌	070296	670
𤩹	0711	610
犚	071121	670
褽	071124	670
尉	071124	669
叞	071124	668
慰	071125	670
螱	071126	670
熨	071129	670
璧	07114	670
层	071154	670
㷉	071164	620
檗	0712	670
杘	0712	669
㞡	071214	620
㞗	071244	620
㞖	071254	620
居	071280	670
剧	071282	670
鶋	071286	670
㞘	0713	620
𡱰	0713	610
屒	071314	670
䫗	071328	620
屍	071335	670
㞠	071344	620
礕	0714	670
屁	071535	670
剭	071542	670
屋	071549	670
䲿	071596	620
屚	0716	670
𡲢	071750	610
臀	071831	670
殿	071834	670
臋	071834	669
𤩱	071834	610
壂	071839	670
屉	07185	670
屟	071852	670
展	071854	670
𨃨	071859	610
壁	0719	670
屠	071931	670
䣝	071932	620
鷵	071936	670
屆	071952	670
屝	0723	670
犀	072411	670
屑	072411	670
劚	072412	669
㓾	072412	620
𡲬	072412	610
斸	072413	668
遲	072414	670
屬	072416	670
幦	0725	670
臂	072511	670
刷	072522	670
尿	072534	670
㵨	072534	620
㕞	072554	620
屃	0728	670
屓	0728	669
屭	072828	670
躄	0729	670
䬤	0730	620
屛	073112	670
𡱖	073112	610
㞚	073128	620
屧	073312	670
屐	073314	670
屜	073315	670
屣	073324	670
履	073330	670
㞛	073331	620
㞞	073334	620
屦	073369	670
屨	073389	670
屩	073390	670
㞜	073399	620
䢃	0734	620
㞕	073421	620
㞏	073454	620
尼	0735	670
尻	0735	669
凥	0735	668
㰺	073534	620
㞍	07354	620
迡	073544	670
㞓	073581	620
㔉	073802	620
属	073804	670
㞒	07382	620
尺	074	670
譬	0740	670
襞	074134	670
㞑	074154	620
層	074321	670
羼	074322	670
遅	074324	670
㞟	074374	620
屏	074378	670
尽	07444	670
迟	074454	670
遐	07454	670
避	07454	669
迉	07454	668
屄	0746	670
屪	074614	670
咫	074804	670
昼	074811	670
屙	075212	670
㞎	075215	620
劈	0753	670
㞋	0754	620
繴	075624	670
孹	0758	669
㞌	0758	620
局	07580	670
孱	075858	670
嬖	0759	670
㞐	0761	620
屖	076112	670
遟	076114	670
憵	0765	670
屎	0768	670
糪	0768	669
屡	076859	670
𡳞	076892	610
甓	0779	670
𡰪	0780	610
屌	078025	670
届	0783	670
屇	0783	669
鼊	0785	670
屢	0789	670
㞔	079090	620
鐾	0791	670
鸤	0796	670
鳲	0796	669
	0796	668
鸊	0796	667
鷿	0796	666
䲩	0796	620
尾	0797	670
擘	0797	669
屗	079714	670
㞙	079724	620
𡲥	079731	610
屘	079758	670
疋	08	669
	08	630
𤴔	08	610
疎	081804	670
胥	082511	670
蛋	0826	670
疏	084155	670
疍	08811	670
㿿	0884	620
一	1	670
扌	10	670
扫	1001	670
𢫫	1001	610
挦	100114	669
撏	100114	668
㩋	100122	620
捸	100124	670
捃	100130	670
掃	100145	670
揵	100154	670
㩇	100181	620
拙	1002	670
摪	100294	670
拫	1003	670
摡	100315	670
揤	100352	670
挧	1004	670
擢	100431	670
摺	100431	669
摎	100433	670
㩣	100447	620
擸	100525	670
摷	100582	670
拶	100590	670
拇	1006	670
掼	100628	670
摜	100628	669
擗	1007	670
掘	100702	670
据	100710	670
搌	100714	670
㩔	100714	620
握	100719	670
摨	100721	670
㨝	100721	620
𢲈	100734	610
抳	100735	670
択	10074	670
摒	100748	670
挶	100750	670
搱	100762	670
捤	100797	670
揟	100821	670
捷	101014	670
捿	101015	670
挳	101051	670
抂	1011	670
挵	101112	670
抹	10112	670
扞	10112	669
扜	10112	668
抺	10112	667
拭	101124	670
㧷	101130	620
㩑	101133	620
扶	101134	670
掭	101134	669
𢫨	101134	610
𢬿	101134	609
抚	101135	670
抏	101135	669
摫	101135	668
撵	101137	670
攆	101137	669
攅	101138	670
扝	10115	670
抟	101154	670
抎	101154	669
打	1012	670
扛	10121	670
㨆	101212	620
疌	101214	670
㩒	101214	620
摃	101218	670
挜	10122	670
掗	10122	669
搢	101221	670
揇	101222	670
㩅	101223	620
搷	101224	670
擜	101224	669
㨁	101227	620
攧	101228	670
挝	101244	670
捄	101244	669
𢱢	101244	610
挬	101248	670
㧊	10125	620
捂	101250	670
㩤	101250	620
𢫮	101251	610
郪	101252	670
捕	101254	670
搏	101254	669
揀	101254	668
技	101254	667
拺	101254	666
抦	101254	665
掚	101254	664
㧜	101255	620
鶈	101256	669
攦	101257	670
妻	101259	670
㼮	101259	620
揸	101281	670
擀	101282	670
撠	101284	670
㨴	101285	620
𢭪	101285	610
㧻	1013	619
㨊	101311	620
振	101314	670
搙	101314	669
揻	101314	668
搣	101314	667
㨔	101314	620
撼	101315	670
䳲	101316	620
捱	101319	670
擾	101320	670
㧵	101320	620
抷	101321	670
挒	101322	670
㧫	101322	620
抔	101324	670
㨎	101324	620
抪	101325	670
摕	101325	669
㨤	101325	620
拵	101328	670
扙	10134	670
撦	101341	670
掎	101342	670
捹	101342	669
𢱕	101342	610
撩	101344	670
撅	101344	669
捺	101344	668
挞	101344	667
挾	101344	666
摤	101344	665
摦	101344	664
擟	101344	663
㧋	101344	620
掩	101345	670
抠	101345	669
挎	101345	668
㨒	101349	620
扤	10135	670
拋	101353	670
拢	101354	670
扰	101354	669
拔	101354	668
抜	101354	667
㧔	101354	620
扼	101355	670
拻	101369	670
𢫦	101381	610
摵	101384	670
擫	101384	669
攊	101391	670
拓	1014	670
㩡	101414	620
揼	101424	670
抨	101432	670
挟	101434	670
擓	101445	670
拒	101515	670
扽	101525	670
揩	101531	670
撍	101531	669
找	101534	670
批	101535	670
挠	101535	669
㨖	101540	620
捯	101542	670
挃	101549	670
拣	101554	670
挗	101574	670
擩	101612	670
𢸍	101614	610
摴	101615	670
攉	101631	670
㩕	101634	620
擂	101683	670
掿	101710	670
擆	101711	670
撶	101712	670
擛	101712	669
𢰝	101714	610
㨅	101724	620
擏	101730	669
㨚	101731	620
搽	101732	670
擭	101734	670
㨲	101742	620
捞	101743	670
㩚	101743	620
搑	101772	670
㩲	101781	620
㩰	101782	620
描	101783	670
摸	101784	670
㩢	101784	620
擖	101785	670
搭	101794	670
攃	101794	669
拑	1018	670
㨷	1018	620
𢭃	101801	610
抲	101802	670
搹	101802	669
揦	101802	668
㨽	101802	620
揊	101803	670
捒	101804	670
掝	101804	669
摗	101804	668
攮	101804	667
摳	101805	670
攋	101808	670
𢬎	101811	610
挭	101814	670
摶	101814	669
㨂	101814	620
揠	101815	670
撒	101820	670
㨺	101824	620
攤	101831	670
㩖	101831	620
拱	101834	670
擹	101834	669
𢶤	101835	610
抴	10185	670
揲	101852	670
措	101881	670
撗	101884	670
扗	1019	670
掛	101914	670
持	101914	669
撓	101915	670
挂	101919	670
㩥	101924	619
掕	101930	670
搘	101931	670
㨋	101931	620
捇	101934	670
擮	101934	669
拷	101935	670
㧯	101935	620
撻	101944	670
𢴇	101944	610
抾	101954	670
搕	101954	669
擣	101954	668
𢳆	101960	610
拮	101980	670
㨬	101984	620
撷	101988	670
擷	101988	669
擡	101989	670
㨟	102011	620
揣	102012	670
㨏	102019	620
攜	102030	670
摧	102031	670
㩗	102033	620
𢹂	102035	610
㩄	102085	620
扯	1021	670
㨗	102104	620
揹	102111	670
挊	102114	669
掯	102121	670
捗	102123	670
拤	102124	670
揁	102128	670
㧗	102135	620
拈	102180	670
掉	102182	670
匨	102195	670
㨫	102234	620
揽	102235	670
擈	102241	670
撲	102243	670
𢷮	102244	610
𢹸	102244	609
排	1023	670
㨘	102342	620
抄	102343	670
挘	102343	669
毮	102347	670
扑	1024	670
挡	102401	670
捎	102411	670
摚	102419	670
挄	102435	670
撐	102479	669
擋	102483	670
攩	102486	670
撑	102497	670
㧆	1025	620
㧇	10251	620
挏	102510	670
𢰸	102510	610
捆	102511	670
掴	102511	669
摑	102511	668
㧢	102511	620
㧽	102511	619
㨡	102511	618
㩛	102511	617
抰	102514	670
捵	102514	669
擃	102514	668
摁	102515	670
𢫏	102520	610
抩	102521	670
㧺	102531	620
抐	102534	670
搵	102534	669
	102534	630
掆	102540	670
撾	102554	670
攌	102581	670
抯	1027	670
𢯩	102822	610
撄	102829	670
攖	102829	669
捉	1029	670
㨀	103104	620
㩯	103104	619
挴	103106	670
㧣	103112	620
抶	103114	670
撫	103119	670
扦	10312	670
捶	103121	670
拃	103121	669
㧴	103124	620
插	103128	670
揷	103128	669
抍	103132	670
㧞	103134	620
托	10315	670
扢	10315	669
扥	10315	668
逰	103154	670
拖	103155	670
揰	103181	670
挿	103182	670
摥	103183	670
捁	103190	670
挺	103194	670
㧥	103195	620
攒	103198	670
攢	103198	669
扸	1032	670
挻	103214	670
拊	103214	669
拰	103239	670
㩦	103240	620
推	103241	670
㔼	103242	620
携	103243	670
	103244	630
㨦	103244	620
擕	103245	670
撨	103249	670
搥	103254	670
擙	103254	669
摠	103255	670
摀	103259	670
㨐	103282	620
折	1033	670
𢯰	103301	610
㧨	103310	620
梊	103312	669
揗	103312	668
硩	103314	667
埑	103319	670
抓	103324	670
蜇	103326	670
踅	103329	666
䭁	103330	619
挀	103334	670
摐	103334	669
掀	103334	668
㩫	103338	620
拆	10334	670
誓	103340	670
逝	103344	669
裚	103344	666
乴	10335	670
鋬	103351	670
扳	103354	670
㧓	103354	620
㿱	103354	619
䋢	103354	618
娎	103359	669
悊	103365	669
烲	103369	668
焎	103369	667
𢲛	103376	610
哲	103380	669
晢	103381	670
䀸	103382	620
擨	103384	670
搋	103385	670
銴	103391	669
扒	1034	670
扖	1034	669
捨	103410	669
拴	103411	670
𢯎	103411	610
捈	103412	670
揄	103412	669
掵	103412	668
挑	103414	670
捡	103414	669
摋	103414	668
撿	103414	667
𢮦	103414	610
掄	103417	670
𢵄	103431	610
扴	103432	670
抮	103433	670
攕	103434	670
㧿	103434	620
抡	103435	670
挫	103439	670
搶	103440	670
擒	103444	670
拎	103444	669
搇	103444	668
扵	103444	667
捻	103445	670
扲	103445	669
㨑	103450	620
扮	103453	670
抸	103454	670
㨣	103454	620
抢	103455	670
捴	103455	669
㧳	103457	620
摿	103461	670
挩	103485	670
扏	1035	670
捔	1035	669
挣	103502	670
㨄	103510	620
捪	103511	670
拥	103512	670
挆	103512	669
抵	103514	670
扺	103515	670
㧩	103515	619
换	103524	670
換	103524	668
㧰	103524	649
㩩	103528	620
擔	103530	669
㧕	103532	620
扻	103534	670
揔	103535	670
㧾	103535	620
执	10354	670
扱	10354	669
扚	10354	668
揈	103540	670
抣	103541	670
㩂	103542	620
势	103543	670
㨨	103543	620
絷	103544	670
蛰	103546	670
鸷	103546	668
挚	103547	670
贽	103548	670
垫	103549	670
热	103549	669
𢶷	103551	610
抑	103552	670
抛	103553	670
搊	103553	669
投	103554	670
抅	103554	669
抱	103555	670
㧪	103555	620
掬	103568	670
拘	103580	670
指	103581	670
㧦	103581	620
搀	103584	670
攙	103584	669
挽	103585	670
㐝	103585	620
掏	103592	670
掐	103598	670
擬	103598	669
抈	1036	670
掤	103636	670
播	103683	670
擳	103702	670
擌	103714	670
㩐	103714	620
㩍	103714	619
㩶	103714	618
𢶠	103721	610
擶	103742	670
𢴈	103781	610
攥	103784	670
撘	103794	670
拍	10381	670
撽	103810	670
揘	103811	670
捭	103812	670
擽	103812	669
𢯊	103814	610
㨮	103815	620
搝	103824	670
掙	103902	670
揺	103910	670
採	103912	670
捋	103914	670
援	103914	669
撝	103939	670
授	103944	670
㨙	103954	620
捊	103958	670
挼	103959	670
㩊	103984	620
㩱	103984	619
摇	103992	670
搯	103998	670
𢲲	104032	610
拄	10411	670
揨	104112	670
㩝	104113	620
擅	104121	670
掠	104124	670
抃	104124	669
㩆	104124	620
掖	104130	670
攡	104131	670
捽	104132	670
摛	104134	669
攍	104134	668
挔	104134	667
抗	104135	670
擠	104141	670
撤	104150	670
撴	104150	669
擁	104151	670
撁	104151	669
摔	104152	670
㧸	104152	620
㨯	104152	619
搐	104153	670
㧡	104154	620
㧧	104155	620
㧤	104155	619
㨃	104158	620
𢴒	104159	610
搞	104180	670
攘	104184	670
扪	1042	670
搁	104290	670
拦	1043	670
搛	104304	670
搓	104311	670
㨾	104314	620
㩘	104314	619
拌	10432	670
掽	104322	670
揃	104322	669
㨵	104323	620
𢶕	104329	610
掷	104332	669
搤	104334	669
𢱤	104334	610
攁	104343	670
挮	104353	670
㧑	104354	620
捲	104355	670
搠	104356	670
擲	104372	670
撙	104374	670
揂	104375	670
拼	104378	670
掸	104382	670
撯	104382	669
捝	104385	670
搃	104385	669
搼	104397	670
抖	104412	670
	104415	630
挱	104423	670
探	104512	670
搉	104531	670
𢫕	104554	610
挥	104577	670
揮	104577	669
㨠	104586	620
㧒	1046	620
㩈	104600	620
控	104611	670
揎	104611	669
拧	104612	670
㧲	104612	620
㨳	104612	619
揬	104614	669
捖	104615	670
擯	104618	670
捾	104621	670
摉	104630	669
搾	104631	669
摍	104631	668
㨓	104631	620
㩁	104631	619
搲	104634	668
攨	104634	667
𢱑	104634	610
拕	104635	669
抭	104635	668
挓	104635	667
挖	10465	670
按	104659	670
㨸	104660	620
擰	104662	670
𢲷	104664	609
搳	104670	670
㩷	104670	620
攐	104674	670
㩃	104674	620
㩟	104674	619
攇	104675	670
掟	104676	670
攓	104679	670
㩙	104679	620
撺	104682	670
揢	104690	670
擦	104694	670
搈	104694	669
摈	104694	668
捥	104695	670
攛	104698	670
扩	1047	670
摝	1047	669
搪	104700	670
掶	104704	670
攠	104713	670
擴	104714	670
擵	104717	670
摭	104719	670
掂	104720	670
攟	104721	670
捬	104734	670
掋	104734	669
㨩	104734	620
拡	104754	670
攗	104768	670
㩠	104769	620
搄	104911	670
揯	104911	669
扎	105	670
扟	10512	670
巠	105121	670
剄	105122	670
䣆	105122	620
勁	105123	670
逕	105124	670
巰	105125	670
鵛	105126	670
頸	105128	670
抉	105134	670
㨉	105151	620
挪	105152	670
抿	105155	670
坙	10519	670
㧃	1052	620
㧄	1052	619
扭	105211	670
撱	105211	669
把	105215	670
𢵌	105243	610
扡	10525	670
拯	105251	670
报	105254	670
扔	1053	670
扐	1053	669
㧅	1053	620
挅	105312	670
披	105324	670
扬	10533	670
扨	10534	670
搚	105351	670
拹	105353	670
拨	105354	670
㨕	105354	620
招	105380	670
拁	105380	669
𢱌	105382	610
抒	1054	670
払	1054	669
拚	105412	670
揉	105412	669
择	105412	668
掺	105413	670
㨧	105413	620
撪	105417	670
捅	105422	670
㧠	105424	620
㨢	105425	620
掻	105426	670
捘	105430	670
摊	105431	670
拟	105434	670
抁	105435	670
扠	10544	670
搔	105446	670
搡	105452	670
摻	105453	670
掇	105454	670
撡	105454	669
	105454	630
𢶣	105457	610
抬	105480	670
挨	105494	670
掾	105513	670
攭	105516	670
㩪	105518	620
㨥	105524	620
𢲩	105534	610
撧	105535	670
紥	105564	670
撜	105611	670
揆	105614	670
抝	10565	670
拗	105653	670
撥	105654	670
㧈	1057	620
撰	105714	670
撖	105720	670
拂	105732	670
㩌	105738	620
搦	105741	670
摾	105786	670
搎	105834	670
掹	105884	670
𢫓	105954	610
㧍	1060	620
揓	106035	670
𢰧	106038	610
拉	1061	670
摘	106110	670
擿	106114	670
攏	106121	670
揥	106125	670
摌	106131	670
接	106159	670
搒	106160	670
掊	106180	670
撞	106181	670
揞	106181	669
𢰤	106182	610
摬	106185	670
攑	106412	670
搅	106425	670
𢭐	106453	610
㩭	106458	620
撹	106485	670
攪	106485	669
㩮	106497	620
抋	1065	670
㧙	1065	620
抆	1066	670
𢺳	106626	610
㨈	106631	620
挤	106632	670
挍	106634	670
㨰	106654	620
护	1067	670
搧	106704	669
捩	106714	670
掮	106721	670
揙	106727	670
㧖	10675	620
㨭	106785	619
擞	106850	670
搂	106859	670
撇	106890	670
撛	106892	670
㩞	106912	620
撈	106953	670
掞	106969	670
攚	106980	670
戸	107	670
掑	1070	670
撕	107033	670
揕	10705	670
拝	1071	670
掅	107121	670
㧼	107134	620
揳	107154	670
㨞	107154	620
㨹	107171	620
㩨	107175	620
挕	1072	670
挋	1072	669
㩜	107234	620
攬	107235	670
摂	107244	670
揶	107252	670
摄	107254	670
掫	107254	669
摼	107259	670
攝	107272	670
捧	107312	670
揍	107314	670
𢭏	107314	610
挷	107352	670
𢰦	107381	610
搸	107392	670
摏	107398	670
拪	1074	670
搮	107412	670
摽	107414	670
𢰳	107459	610
撢	107482	670
捙	1077	670
搟	107712	670
摲	107733	670
摙	107744	670
掁	1078	670
搆	107821	670
㧎	1079	620
㧚	1079	619
捓	107952	670
撎	107981	670
扣	1080	670
挰	108011	670
捐	108021	670
𢬢	108025	610
损	108028	670
損	108028	669
撌	108028	668
抧	108034	670
拀	108035	670
捌	108052	670
拐	108053	670
挹	108055	670
揖	108072	670
擑	108074	670
捛	108080	670
操	108082	670
撣	108082	669
抇	1081	670
搨	108104	670
担	10811	670
捍	108112	670
捰	108112	669
𢳂	108112	610
揚	108113	670
捑	108114	669
㧹	108114	620
㩧	108114	619
𢸶	108114	610
掍	108115	670
捏	108119	670
捚	108121	670
㩎	108124	620
㨪	108125	620
掦	108133	670
擝	108134	670
揭	108135	670
掲	108135	669
撔	108144	670
拽	108153	670
撮	108174	670
提	108176	670
揾	108184	670
摱	108184	669
挸	108235	670
㩴	108281	620
攫	108284	670
押	1083	670
抽	1083	669
抻	1083	668
揋	108314	670
摞	108354	670
捜	108354	669
揌	108365	670
㩸	108381	620
攂	108383	670
㩹	108387	620
撂	108390	670
擇	108412	670
摆	108414	670
擐	108414	669
𢶀	108423	610
擉	108436	670
攞	108451	670
擺	108455	670
搰	1085	670
㩏	1086	620
𢲸	1087	610
據	108713	670
㩵	108714	620
㩬	108724	620
摣	108727	670
摢	108732	670
㩀	108734	620
掳	108753	670
掓	108754	670
摅	108765	670
㨜	108766	620
擄	108783	670
攎	108784	670
㨿	108795	620
捫	1088	670
撋	108811	670
攔	108814	670
㨛	108834	620
撊	108836	670
𢵧	108881	610
擱	108890	670
摟	1089	670
擻	108990	670
搩	109012	670
摖	109014	670
撚	109019	670
揝	109021	670
拠	109035	670
㨱	109040	620
捀	109071	670
摓	109074	670
挌	109080	670
拸	109090	670
搖	109092	670
捦	1091	670
揿	109134	670
撳	109134	669
括	1092	670
𢭆	109253	610
捼	109259	670
揪	109269	670
搬	109334	670
拾	1094	670
扷	1094	669
㩉	109404	620
揜	109412	668
𢶍	109431	610
挢	109432	670
撟	109480	670
𢲡	109497	610
撸	109581	670
擼	109581	669
㨶	1096	620
捣	109620	670
搗	109620	669
抙	1097	670
㧉	1097	620
㧌	1097	619
撬	109797	670
擤	1098	670
拞	1098	669
㧮	1098	620
揑	109811	670
捳	109820	670
搜	109824	670
捠	109834	668
掜	109835	670
㧶	1099	620
二	11	670
王	11	669
𤣩	11	610
珒	1101	670
璕	110114	669
璛	110122	670
琭	110124	670
㻖	110124	620
珺	110130	670
𤧣	110154	610
璶	110164	669
㻏	110169	620
瑋	1102	670
珢	1103	670
珝	1104	670
璆	110433	670
璻	110442	670
㼃	110525	620
瑙	110531	670
璅	110582	670
瑻	110628	670
瑕	1107	670
㻕	110702	620
琚	110710	670
𤧷	110714	610
𤤗	110735	610
𤧅	110748	610
㻵	110758	620
㺼	1108	620
三	111	670
亖	1111	670
玨	1111	669
琹	111112	670
㻎	111114	620
琵	111115	670
璱	111115	669
玕	11112	670
玗	11112	669
珷	111124	670
玞	111134	670
珡	111134	669
𤩍	111134	610
玩	111135	670
琴	111135	669
瓉	111138	670
珏	11114	670
㺮	11115	620
玮	111152	670
弎	111154	670
弐	111154	669
琶	111155	670
瑟	111165	670
𨨖	111191	610
玎	1112	670
玒	11121	670
琳	111212	670
璴	111218	670
𤦩	11122	610
瑨	111221	670
璢	111223	670
瑱	111224	670
𤩽	111224	610
㺷	11124	620
𨫣	111241	610
球	111244	670
㺰	11125	620
㺻	11125	619
珸	111250	670
璷	111250	669
瑓	111254	670
㻷	111254	620
𤫟	111257	610
貳	111284	670
贰	111284	669
𤥣	111285	610
瑚	111286	670
琢	1113	670
㻟	111311	620
珬	111314	670
瑊	111314	669
𤪲	111314	610
弄	11132	670
瓇	111320	670
珛	111321	670
㺽	111321	620
环	111324	670
瑌	111324	669
𨘀	111324	610
顼	111328	670
珔	111328	669
頊	111328	668
㺯	11134	620
琦	111342	670
璙	111344	670
㺴	111344	620
𤥵	111344	610
珑	111354	669
珹	111354	668
𤧶	111380	610
𤤿	111381	610
瓑	111391	670
玶	111432	670
匤	11145	670
匡	1115	670
玙	11151	670
𤤀	111525	610
瑎	111531	670
㻸	111531	620
琖	111534	669
㦮	111534	620
玭	111535	670
弍	11154	670
邼	111552	670
劻	111553	670
𤫑	111607	610
瓀	111612	670
㻬	111615	620
𤫢	111620	610
𤫩	111681	610
璍	111712	670
瓂	111714	670
瑛	111724	670
璥	111730	670
㻤	111730	620
𤨓	111732	610
𤦈	111733	610
瑹	111734	670
瓁	111734	669
𤦧	111744	610
𤩸	111754	610
𤪼	111774	610
瓘	111781	670
㻳	111792	620
璓	111793	670
瑾	1118	670
玵	1118	669
𤨢	1118	610
珂	111802	670
㻝	111802	620
琙	111804	670
㻋	111804	620
瓎	111808	670
瑼	111814	670
璤	111815	670
璊	111824	670
珙	111834	670
玴	11185	670
㻡	111852	620
𤨕	111853	610
璜	111884	670
𤫇	111889	610
𤣰	1119	610
𤩊	111915	610
珪	111919	670
𤦫	111930	610
琽	111931	670
珯	111935	670
㼀	111944	620
珐	111954	670
璹	111954	669
㦱	111954	620
瓙	111959	670
𤥴	111965	610
瓄	111988	670
于	112	670
干	112	669
未	112	668
末	112	667
亍	112	666
击	1120	670
𤪖	112010	610
𤧸	112011	610
瑞	112012	670
𤩑	112015	610
瓗	112030	670
璀	112031	670
琌	112035	670
㼇	112035	620
𤨾	112085	610
㱏	1121	620
䶬	112111	620
麉	112117	670
㻉	112123	620
𤦹	112128	610
膥	112134	670
玼	112135	670
𣚺	112136	610
顸	112138	670
頇	112138	669
㱐	11214	620
匞	11215	670
武	112154	670
式	112154	669
㺳	112154	620
虣	112155	670
鹉	112156	670
鵡	112156	669
䝾	112158	620
玷	112180	670
琸	112182	670
璨	112196	670
㺫	1122	620
刊	11222	670
璞	112243	670
琲	1123	670
䧲	112321	620
示	11234	670
祘	112344	670
礼	112345	630
𡏄	112349	610
㺪	1124	620
珰	112401	670
琑	112411	670
瑺	112425	670
琐	112428	670
瑣	112428	669
珖	112435	670
迂	112454	670
迀	112454	669
璫	112483	670
珚	112511	670
瑁	112512	670
琠	112514	670
𤨒	112515	610
邗	11252	670
邘	11252	669
珃	112521	670
𤦊	112531	610
𢷡	112532	610
现	112535	670
㔷	112535	620
㺾	112580	620
㻁	112581	620
㻒	112591	620
㶣	11269	620
覝	112695	670
珇	1127	670
珼	1128	670
唜	112805	670
㖝	112805	620
䙿	112825	620
璎	112829	670
瓔	112829	669
盂	11284	670
㿻	11284	620
貮	112854	670
珿	1129	670
攼	11290	670
㪀	11290	620
犛	112901	669
釐	112901	668
㹈	112901	620
剺	112903	670
斄	112903	669
漦	112904	670
氂	112907	669
㲠	112907	620
孷	112908	670
嫠	112909	670
鳱	11296	670
璐	112990	670
𤨨	113100	610
